PG.ProteinGroups,PG.ProteinAccessions,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.FastaFiles,PG.Qvalue,PG.Cscore,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.Quantity
Q9NVI7,Q9NVI7,ATAD3A,ATPase family AAA domain-containing protein 3A,Q9NVI7,ATD3A_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,56.59093,8,8,5,9,10,7,11,11,11,10,10,9,11,7,9,11,9,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,93386.8671875,46141.546875,71788.375,37691.7890625,37898.2109375,30351.513671875,39503.98828125,34015.640625,67415.6640625,39699.26953125,43836.54296875,33742.9296875,33183.2265625,19073.05859375,34691.98828125,42677.6171875,34569.0703125,36446.1953125
Q9NVM9,Q9NVM9,INTS13,Integrator complex subunit 13,Q9NVM9,INT13_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,43.23996,2,1,1,2,4,3,4,3,3,2,2,2,4,4,3,4,3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6305.8330078125,6276.4697265625,7319.25439453125,5177.08740234375,4499.09326171875,4459.1630859375,6317.482421875,4616.267578125,4849.6259765625,8155.40234375,5824.70654296875,6408.03955078125,6172.09912109375,8290.279296875,7665.708984375,5821.65673828125,5229.22607421875,5933.01708984375
Q9NVP1,Q9NVP1,DDX18,ATP-dependent RNA helicase DDX18,Q9NVP1,DDX18_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,47.38199,4,4,3,0,1,2,5,6,7,8,8,5,1,0,0,8,7,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12086.958984375,8759.7998046875,11711,NaN,1803.13818359375,1906.330810546875,6736.0712890625,7044.0263671875,8063.2685546875,22747.408203125,32386.115234375,7510.64501953125,1591.1419677734375,NaN,NaN,15063.5771484375,14752.513671875,12472.4296875
Q9NVP2,Q9NVP2,ASF1B,Histone chaperone ASF1B,Q9NVP2,ASF1B_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,42.760826,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2041.67333984375,NaN,NaN,NaN,NaN,NaN,10983.5205078125,8523.96484375,10762.4208984375,NaN,NaN,NaN,NaN,NaN,NaN,883.8849487304688,NaN,NaN
Q9NVS2,Q9NVS2,MRPS18A,"39S ribosomal protein S18a, mitochondrial",Q9NVS2,RT18A_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,44.66708,5,6,7,6,7,7,7,6,7,10,10,9,8,7,8,11,9,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,74504.90625,56582.9140625,58478.06640625,32426.25,29080.078125,31679.638671875,32221.9375,31775.1875,34985.17578125,91384.078125,109957.3046875,69230.7421875,38154.99609375,36361.82421875,39266.421875,72784.125,64343.359375,69752.984375
Q9NVS9,Q9NVS9,PNPO,Pyridoxine-5'-phosphate oxidase,Q9NVS9,PNPO_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.004335707649427067,35.845215,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,1937.50830078125,2131.10693359375,NaN,2637.1171875,1365.6083984375,3411.65625,3059.654541015625,5295.04150390625,NaN,NaN,321.3569641113281,NaN,1906.1585693359375,NaN,3345.837646484375,NaN,NaN
Q9NVV4,Q9NVV4,MTPAP,"Poly(A) RNA polymerase, mitochondrial",Q9NVV4,PAPD1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,44.98997,0,1,0,1,2,2,2,3,4,4,4,4,3,3,3,4,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,920.1124267578125,NaN,2279.7138671875,1590.701904296875,2359.859130859375,757.6592407226562,1236.913330078125,1589.22509765625,6495.21435546875,7271.92529296875,2364.774658203125,2637.6337890625,1856.9635009765625,1977.4862060546875,5125.2294921875,4348.74853515625,4066.791748046875
Q9NVZ3,Q9NVZ3,NECAP2,Adaptin ear-binding coat-associated protein 2,Q9NVZ3,NECP2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.05748,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,NaN,NaN,4822.59765625,6584.455078125,6052.18798828125,2453.867431640625,NaN,6337.58154296875,NaN,NaN,NaN,3576.57177734375,2580.878662109375,2547.23291015625,NaN,NaN,NaN
Q9NW07,Q9NW07,ZNF358,Zinc finger protein 358,Q9NW07,ZN358_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.378685,0,1,1,1,2,3,2,2,2,2,2,2,3,3,2,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,1277.9306640625,1236.8974609375,3985.45068359375,4244.39599609375,6220.3740234375,2676.2373046875,2963.03857421875,1967.2559814453125,5953.65576171875,4606.4287109375,2520.401123046875,4803.3095703125,6511.595703125,6725.6904296875,4088.60302734375,4209.48681640625,3408.32763671875
Q9NW08,Q9NW08,POLR3B,DNA-directed RNA polymerase III subunit RPC2,Q9NW08,RPC2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,47.101112,2,4,3,5,6,6,6,6,6,5,6,5,6,6,6,5,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10885.0068359375,4400.49755859375,3382.50146484375,6155.96435546875,6665.7373046875,5849.890625,6328.9365234375,8446.556640625,6262.5888671875,10655.322265625,8328.2080078125,6290.22216796875,7311.77880859375,6315.22412109375,6595.89990234375,7011.3603515625,5845.80078125,6153.740234375
Q9NW13,Q9NW13,RBM28,RNA-binding protein 28,Q9NW13,RBM28_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,57.608135,6,11,7,0,1,1,14,14,14,18,18,15,4,0,1,19,19,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5932.47705078125,4906.7890625,6867.25439453125,NaN,11530.3623046875,1095.6182861328125,5566.8466796875,6151.66162109375,6550.30517578125,17355.271484375,19079.38671875,8791.8994140625,922.9967651367188,NaN,18.832059860229492,13953.345703125,14834.9267578125,11004.16796875
Q9NW64,Q9NW64,RBM22,Pre-mRNA-splicing factor RBM22,Q9NW64,RBM22_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.617607,6,7,2,6,7,8,8,8,8,7,8,7,8,8,6,8,8,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26473.083984375,27927.302734375,38093.2890625,19222.044921875,22762.9765625,25267.162109375,40268.18359375,38750.76171875,30771.91796875,48991.49609375,54121.921875,33517.15625,30343.056640625,38094.31640625,22090.947265625,45118.7421875,60448.33984375,41032.0390625
Q9NW68,Q9NW68,BSDC1,BSD domain-containing protein 1,Q9NW68,BSDC1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.628708,3,0,0,5,5,5,3,3,3,0,0,0,2,3,3,2,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11646.2138671875,NaN,NaN,51112.78125,41735.08203125,41113.63671875,14415.498046875,15174.9453125,13484.7021484375,NaN,NaN,NaN,16261.095703125,16754.4765625,19614.314453125,13459.078125,NaN,14610.935546875
Q9NW75,Q9NW75,GPATCH2,G patch domain-containing protein 2,Q9NW75,GPTC2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,44.54456,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6103.068359375,5189.82177734375,2987.130615234375,NaN,NaN,NaN,1863.5296630859375,NaN,3241.1298828125
Q9NW82,Q9NW82,WDR70,WD repeat-containing protein 70,Q9NW82,WDR70_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.0028319697923222154,36.69703,0,1,1,4,5,5,4,3,3,2,0,1,5,5,5,3,1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,27312.02734375,33119.54296875,16816.451171875,20067.486328125,21584.732421875,15538.3681640625,13166.7119140625,14371.47265625,12601.66015625,NaN,16374.2578125,23962.103515625,29495.1796875,23013.875,11978.427734375,11063.1025390625,12655.5
Q9NWB6,Q9NWB6,ARGLU1,Arginine and glutamate-rich protein 1,Q9NWB6,ARGL1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,43.96206,2,2,2,0,1,0,2,2,2,2,2,2,0,1,0,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45894.77734375,41341.2109375,31956.111328125,NaN,2708.800537109375,NaN,27354.576171875,30834.51171875,36727.58984375,29586.80859375,33734.24609375,30914.349609375,NaN,4057.278076171875,NaN,20216.390625,16904.109375,19657.943359375
Q9NWM8,Q9NWM8,FKBP14,Peptidyl-prolyl cis-trans isomerase FKBP14,Q9NWM8,FKB14_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.001305909239307868,38.48863,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,NaN,2286.218505859375,NaN,NaN,3090.505615234375,3213.02001953125,3429.19580078125,4565.9521484375,NaN,NaN,NaN,NaN,NaN,653.3798828125,2978.058837890625,1032.9564208984375,1450.9801025390625
Q9NWS0,Q9NWS0,PIH1D1,PIH1 domain-containing protein 1,Q9NWS0,PIHD1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,48.46813,5,7,4,8,9,8,10,8,9,5,6,5,7,8,7,10,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,37602.26953125,32856,20953.75,24677.75390625,28036.337890625,28095.115234375,42746.20703125,37830.0625,27678.646484375,20854.650390625,26128.318359375,22751.03515625,16177.8251953125,17304.728515625,16031.138671875,25895.189453125,28674.275390625,25850.673828125
Q9NWT1,Q9NWT1,PAK1IP1,p21-activated protein kinase-interacting protein 1,Q9NWT1,PK1IP_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,42.803528,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5197.7265625,2512.068359375,NaN,NaN,NaN,NaN,13804.697265625,NaN,9830.0908203125,11931.822265625,18150.728515625,12997.8984375,NaN,NaN,NaN,14698.4765625,NaN,22030.79296875
Q9NWU2,Q9NWU2,GID8,Glucose-induced degradation protein 8 homolog,Q9NWU2,GID8_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,56.083237,4,4,3,8,8,8,5,6,5,5,5,5,8,9,9,5,5,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19849.06640625,23798.015625,17416.564453125,28159.28125,32579.244140625,30939.05859375,25633.966796875,23467.4921875,19283.181640625,13285.8095703125,15579.275390625,12079.25,36783.35546875,38346.1953125,40219.71875,18288.40625,17758.435546875,19499.3671875
Q9NWU5,Q9NWU5,MRPL22,"39S ribosomal protein L22, mitochondrial",Q9NWU5,RM22_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,59.25273,8,6,7,6,8,6,6,8,8,8,9,7,7,6,8,9,8,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47655.6015625,44887.2890625,37007.53515625,18157.21875,13970.876953125,12453.4111328125,21582.15625,17390.97265625,18778.955078125,57956.67578125,60728.92578125,39710.26171875,13606.009765625,15006.4296875,11581.341796875,29480.775390625,25544.755859375,29512.505859375
Q9NWV8,Q9NWV8,BABAM1,BRISC and BRCA1-A complex member 1,Q9NWV8,BABA1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,48.220013,0,2,0,11,12,11,12,9,8,4,3,5,12,12,12,7,8,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,19451.970703125,NaN,19649.69921875,27194.841796875,24783.099609375,22247.23828125,22057.919921875,18961.44140625,18094.130859375,10041.0224609375,17843.37890625,31772.947265625,36916.9375,27700.08984375,12731.61328125,13298.951171875,15116.255859375
Q9NWX5,Q9NWX5,ASB6,Ankyrin repeat and SOCS box protein 6,Q9NWX5,ASB6_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,46.71423,1,1,1,1,2,2,0,1,2,1,1,1,2,2,2,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2514.1318359375,3208.15966796875,6219.2470703125,4655.1640625,5523.7001953125,5674.36279296875,NaN,4287.12255859375,6707.3779296875,6470.9912109375,6067.38916015625,4277.8466796875,6343.11865234375,6278.51806640625,7093.25244140625,6570.1845703125,6470.62353515625,6530.6552734375
Q9NWX6,Q9NWX6,THG1L,Probable tRNA(His) guanylyltransferase,Q9NWX6,THG1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.0003362474781439139,39.656822,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,2032.3712158203125,560.5352783203125,NaN,2116.94970703125,NaN,4093.729248046875,1961.4412841796875,3403.367919921875,NaN,NaN,NaN,NaN,NaN,1068.337890625,1288.0347900390625,NaN,886.9252319335938
Q9NX07,Q9NX07,TRNAU1AP,tRNA selenocysteine 1-associated protein 1,Q9NX07,TSAP1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.0016020506247997437,37.792633,0,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,73420.890625,64953.50390625,34464.76953125,46234.984375,31301.076171875,32046.271484375,32435.54296875,31422.60546875,127453.46875,145169.453125,77552.125,57021.83203125,62439.19140625,8211.373046875,21700.875,31197.00390625,36734.27734375
Q9NX14,Q9NX14,NDUFB11,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",Q9NX14,NDUBB_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,42.68045,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,NaN,389.47564697265625,4631.48193359375,NaN,NaN,1986.8780517578125,912.7349243164062,3801.248291015625,NaN,NaN,NaN,2009.947998046875,3587.120361328125,2594.016845703125,6058.10546875,2393.31005859375,1719.7984619140625
Q9NX20,Q9NX20,MRPL16,"39S ribosomal protein L16, mitochondrial",Q9NX20,RM16_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.0006618133686300463,39.432556,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,35412.09375,21372.712890625,30964.7265625,NaN,942.0859375,1818.870361328125,23425.689453125,17770.740234375,37599.53125,33511,44244.21875,35467.21875,3368.7822265625,1810.7158203125,NaN,30044.048828125,26817.208984375,26796.369140625
Q9NX24,Q9NX24,NHP2,H/ACA ribonucleoprotein complex subunit 2,Q9NX24,NHP2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,42.618675,2,1,1,2,2,2,2,2,2,3,3,3,2,2,2,3,2,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,56351.08984375,74976.7109375,75032.7421875,54880.1796875,53146.25,52307.94140625,58180.6953125,62328.171875,53091.078125,176743.5,178590.875,94287.8125,54738.33203125,47233.921875,37561.55859375,68992.5625,78005.8203125,68419.3046875
Q9NX40,Q9NX40,OCIAD1,OCIA domain-containing protein 1,Q9NX40,OCAD1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.059887,1,1,1,2,3,3,2,2,2,1,1,1,1,1,2,2,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14986.1328125,9492.62890625,12742.080078125,47404.75390625,39921.48828125,45184.3046875,7459.30078125,10640.0888671875,17369.765625,12491.021484375,12288.16015625,13227.9462890625,27014.07421875,29886.525390625,27119.9765625,17441.853515625,14012.185546875,10697.8154296875
Q9NX58,Q9NX58,LYAR,Cell growth-regulating nucleolar protein,Q9NX58,LYAR_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,52.52811,16,16,17,6,6,6,19,19,20,18,18,18,10,9,8,20,20,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,105880.1015625,106226.046875,70032.5859375,5486.56884765625,4277.8369140625,1296.9073486328125,80616.765625,69319.359375,71247.359375,107189.46875,123028.3828125,92379.8984375,8259.0341796875,6816.2021484375,4794.6435546875,59465.2265625,78563.59375,73623.390625
Q9NX74,Q9NX74,DUS2,tRNA-dihydrouridine(20) synthase [NAD(P)+]-like,Q9NX74,DUS2L_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.0006618133686300463,39.124306,4,4,4,0,0,0,2,3,3,4,2,4,1,0,0,3,2,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16697.314453125,13602.3173828125,15953.6328125,NaN,NaN,NaN,4363.9462890625,3275.995361328125,4705.7373046875,10857.6669921875,11304.982421875,19096.44921875,1518.6473388671875,NaN,NaN,5106.56884765625,5258.50048828125,4675.126953125
Q9NXC5,Q9NXC5,MIOS,GATOR complex protein MIOS,Q9NXC5,MIO_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,41.158028,0,1,0,2,2,2,4,4,3,4,3,2,2,3,2,4,1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,4606.62744140625,NaN,3367.861572265625,9901.3046875,5629.494140625,8197.259765625,5457.0546875,7563.0068359375,2227.3359375,6051.2255859375,5386.71630859375,6851.9423828125,1581.976318359375,3152.236572265625,4318.48046875,4139.95947265625,3600.6181640625
Q9NXG2,Q9NXG2,THUMPD1,THUMP domain-containing protein 1,Q9NXG2,THUM1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,56.12219,18,22,23,2,6,7,18,20,22,40,44,42,21,18,18,48,48,48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20454.947265625,22966.650390625,15547.181640625,14209.716796875,2406.8623046875,866.91650390625,6394.9287109375,9647.8798828125,7764.50146484375,110356.4375,72313.7578125,70630.609375,7635.22119140625,8979.240234375,7131.19140625,114716.9921875,121582.6328125,130426.75
Q9NXH9,Q9NXH9,TRMT1,tRNA (guanine(26)-N(2))-dimethyltransferase,Q9NXH9,TRM1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.93768,12,15,13,8,9,7,18,18,19,20,18,20,5,6,6,12,4,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,92229.328125,94662,62525.390625,20276.189453125,19853.775390625,15314.1240234375,60457.9140625,61135.85546875,49673.73046875,147747,127383.4609375,145182.59375,7927.6171875,11514.046875,6383.314453125,20568.99609375,12850.8134765625,20718.171875
Q9NXL6,Q9NXL6,SIDT1,SID1 transmembrane family member 1,Q9NXL6,SIDT1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.0019157088122605363,37.297554,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,142467.890625,80092.390625,219.2189483642578,NaN,3.511162281036377,18194.78125,17146.37890625,42521.1015625,8522.072265625,8224.814453125,5447.79443359375,NaN,1.4213221073150635,1.913252592086792,10868.779296875,6405.5244140625,8874.580078125
Q9NXR7,Q9NXR7,BABAM2,BRISC and BRCA1-A complex member 2,Q9NXR7,BABA2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.97172,4,7,3,10,11,11,11,11,9,7,5,9,11,11,12,10,10,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47002.19921875,34195.87890625,25761.78515625,67252.09375,72335.890625,74009.96875,67206.71875,62439.9296875,45273.1015625,41098.390625,35977.0390625,42524.375,81322.7421875,98922.9140625,99585.7421875,44404.41796875,49532.140625,57636.18359375
Q9NXU5,Q9NXU5,ARL15,ADP-ribosylation factor-like protein 15,Q9NXU5,ARL15_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.731853,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,11808.357421875,NaN,NaN,16723.380859375,13511.6103515625,38489.44921875,37638.89453125,27259.82421875,NaN,4008.010986328125,7661.15478515625,NaN,NaN,NaN,NaN,NaN,8111.1396484375
Q9NXV2,Q9NXV2,KCTD5,BTB/POZ domain-containing protein KCTD5,Q9NXV2,KCTD5_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.789646,6,9,7,4,7,4,13,13,13,6,5,8,9,6,6,14,12,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,64218.26953125,66642.4140625,54659.671875,16734.6953125,10751.802734375,15728.1162109375,64335.30859375,63579.29296875,51220.35546875,40985.15625,37400.8984375,33325.64453125,26269.26953125,40759.98828125,20180.72265625,96329.3515625,127445.2265625,126370.0625
Q9NXV6,Q9NXV6,CDKN2AIP,CDKN2A-interacting protein,Q9NXV6,CARF_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.0006618133686300463,39.335506,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,NaN,NaN,NaN,NaN,NaN,30272.845703125,48176.54296875,NaN,72409.375,75961.1875,71932.65625,56309.70703125,76658.8515625,50601.76171875,60276.7578125,72939.3359375,53712.62890625
Q9NXX6,Q9NXX6,NSMCE4A,Non-structural maintenance of chromosomes element 4 homolog A,Q9NXX6,NSE4A_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,42.74114,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3030.779052734375,2021.1893310546875,7942.29443359375,31629.673828125,8053.10009765625,10398.6533203125,7399.1435546875,4518.0439453125,4717.7958984375,14913.53515625,5819.38330078125,311.8636779785156,8952.4755859375,10937.033203125,9029.4677734375,4187.36474609375,5319.0234375,3828.12548828125
Q9NY12,Q9NY12,GAR1,H/ACA ribonucleoprotein complex subunit 1,Q9NY12,GAR1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,47.667915,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,99552.15625,90752.3125,81535.390625,11763.1357421875,15133.96484375,13098.7861328125,47419.73046875,51772.6796875,46950.6171875,190399.5625,220306.203125,138711.953125,29230.310546875,30149.34765625,23754.953125,83079.625,95202.4765625,91436.9375
